,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
55,Colapesce,Ti attraverso,36,"['indie siciliano', 'italian alternative', 'italian indie pop']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.641,0.543,2,-8.094,1,0.0302,0.0206,0.0291,0.0959,0.447,126.015,0bjkhNAsp7nPk731Yg83bF,spotify:track:0bjkhNAsp7nPk731Yg83bF,https://api.spotify.com/v1/tracks/0bjkhNAsp7nPk731Yg83bF,https://api.spotify.com/v1/audio-analysis/0bjkhNAsp7nPk731Yg83bF,221074,4
56,The Psychedelic Furs,Love My Way,65,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'rock']",♥ 𝗱𝗿𝗲𝗮𝗺𝘆 ♥,0.637,0.85,0,-5.054,1,0.0351,0.00487,0.00018,0.152,0.52,126.106,4dk40nfaQav6b4ZsJ9OYUo,spotify:track:4dk40nfaQav6b4ZsJ9OYUo,https://api.spotify.com/v1/tracks/4dk40nfaQav6b4ZsJ9OYUo,https://api.spotify.com/v1/audio-analysis/4dk40nfaQav6b4ZsJ9OYUo,213973,4
57,Scarlxrd,Heart Attack,63,"['dark trap', 'scream rap', 'underground hip hop']",𝔾𝔸𝕊,0.585,0.895,11,-3.663,0,0.136,0.0505,0.00423,0.32,0.181,119.904,7Cq27Qc3WRyQ3ddwVslpVZ,spotify:track:7Cq27Qc3WRyQ3ddwVslpVZ,https://api.spotify.com/v1/tracks/7Cq27Qc3WRyQ3ddwVslpVZ,https://api.spotify.com/v1/audio-analysis/7Cq27Qc3WRyQ3ddwVslpVZ,193567,4
58,Mac DeMarco,Moonlight on the River,72,"['edmonton indie', 'lo-fi indie']",♥ 𝗱𝗿𝗲𝗮𝗺𝘆 ♥,0.662,0.478,9,-8.631,1,0.0451,0.252,0.833,0.216,0.43,139.98,2fhOljbX79loRcdl47SFye,spotify:track:2fhOljbX79loRcdl47SFye,https://api.spotify.com/v1/tracks/2fhOljbX79loRcdl47SFye,https://api.spotify.com/v1/audio-analysis/2fhOljbX79loRcdl47SFye,422613,4
59,The Mountain Goats,Dinu Lipatti's Bones,32,"['alternative rock', 'anti-folk', 'chamber pop', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'stomp and holler']",【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.576,0.222,4,-16.813,1,0.0357,0.931,0.76,0.141,0.254,145.827,3fqz4dlR6hdqbRheLQj8x5,spotify:track:3fqz4dlR6hdqbRheLQj8x5,https://api.spotify.com/v1/tracks/3fqz4dlR6hdqbRheLQj8x5,https://api.spotify.com/v1/audio-analysis/3fqz4dlR6hdqbRheLQj8x5,198240,4
60,Appino,Rockstar,31,"['italian alternative', 'italian indie pop']",17,0.525,0.555,9,-6.756,1,0.0489,0.379,2.42e-05,0.225,0.445,147.868,2btYx23rPpKDmq0k2Ue381,spotify:track:2btYx23rPpKDmq0k2Ue381,https://api.spotify.com/v1/tracks/2btYx23rPpKDmq0k2Ue381,https://api.spotify.com/v1/audio-analysis/2btYx23rPpKDmq0k2Ue381,262827,4
61,New Order,Blue Monday,72,"['alternative rock', 'art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",disco sadness,0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,6hHc7Pks7wtBIW8Z6A0iFq,spotify:track:6hHc7Pks7wtBIW8Z6A0iFq,https://api.spotify.com/v1/tracks/6hHc7Pks7wtBIW8Z6A0iFq,https://api.spotify.com/v1/audio-analysis/6hHc7Pks7wtBIW8Z6A0iFq,449160,4
62,STRFKR,Medicine,12,"['chillwave', 'indie rock', 'indietronica', 'modern rock']",mancu i cani,0.714,0.717,0,-5.521,1,0.0318,0.000939,0.0112,0.0203,0.893,119.952,5dV4Z8fIRE7YiVoREqVxMF,spotify:track:5dV4Z8fIRE7YiVoREqVxMF,https://api.spotify.com/v1/tracks/5dV4Z8fIRE7YiVoREqVxMF,https://api.spotify.com/v1/audio-analysis/5dV4Z8fIRE7YiVoREqVxMF,256973,4
63,Jaco Pastorius,Opus Pocus,33,"['electric bass', 'jazz', 'jazz funk', 'jazz fusion']",ｍｏｏｄｙ ｅａｒｇａｓｍ,0.561,0.661,9,-9.631,1,0.0685,0.543,0.575,0.0608,0.639,89.283,1hk6KMDQwGWsdy08PYotmM,spotify:track:1hk6KMDQwGWsdy08PYotmM,https://api.spotify.com/v1/tracks/1hk6KMDQwGWsdy08PYotmM,https://api.spotify.com/v1/audio-analysis/1hk6KMDQwGWsdy08PYotmM,329267,4
64,Radiohead,No Surprises,81,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']","𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,10nyNJ6zNy2YVYLrcwLccB,spotify:track:10nyNJ6zNy2YVYLrcwLccB,https://api.spotify.com/v1/tracks/10nyNJ6zNy2YVYLrcwLccB,https://api.spotify.com/v1/audio-analysis/10nyNJ6zNy2YVYLrcwLccB,229120,4
65,Capcom Sound Team,Metal Man Stage,28,"['anime score', 'japanese vgm', 'sound team']",u fucking nerd,0.559,0.394,10,-8.886,0,0.049,0.665,0.961,0.144,0.865,150.05,4yVvIartT2UJ1jgqfGNhcx,spotify:track:4yVvIartT2UJ1jgqfGNhcx,https://api.spotify.com/v1/tracks/4yVvIartT2UJ1jgqfGNhcx,https://api.spotify.com/v1/audio-analysis/4yVvIartT2UJ1jgqfGNhcx,89907,4
66,Franco Battiato,Bandiera Bianca - Remastered,47,"['classic italian pop', 'experimental', 'italian adult pop']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.785,0.449,0,-11.437,1,0.0334,0.638,3.83e-05,0.115,0.625,102.859,7fQ5piWnEFBc3whfqMjapM,spotify:track:7fQ5piWnEFBc3whfqMjapM,https://api.spotify.com/v1/tracks/7fQ5piWnEFBc3whfqMjapM,https://api.spotify.com/v1/audio-analysis/7fQ5piWnEFBc3whfqMjapM,322938,4
67,Thaehan,Mega Man 2 Medley,26,['lo-fi beats'],u fucking nerd,0.417,0.652,10,-6.289,0,0.0809,0.000438,0.884,0.28,0.585,138.452,0XmQHQEg2sDfas82YUMtK9,spotify:track:0XmQHQEg2sDfas82YUMtK9,https://api.spotify.com/v1/tracks/0XmQHQEg2sDfas82YUMtK9,https://api.spotify.com/v1/audio-analysis/0XmQHQEg2sDfas82YUMtK9,192653,4
68,John Coltrane,Giant Steps,55,"['bebop', 'free jazz', 'jazz', 'jazz saxophone']",ｍｏｏｄｙ ｅａｒｇａｓｍ,0.417,0.42,0,-13.046,0,0.06,0.186,0.00111,0.185,0.517,147.143,1ZXu0ib26kWfQQngREMcU2,spotify:track:1ZXu0ib26kWfQQngREMcU2,https://api.spotify.com/v1/tracks/1ZXu0ib26kWfQQngREMcU2,https://api.spotify.com/v1/audio-analysis/1ZXu0ib26kWfQQngREMcU2,287844,4
69,Fulminacci,Canguro,45,"['italian indie pop', 'rome indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.861,0.647,4,-4.913,0,0.0591,0.0517,2.06e-05,0.332,0.816,100.038,4C7bcIWiF4DXmBIWkb98Kg,spotify:track:4C7bcIWiF4DXmBIWkb98Kg,https://api.spotify.com/v1/tracks/4C7bcIWiF4DXmBIWkb98Kg,https://api.spotify.com/v1/audio-analysis/4C7bcIWiF4DXmBIWkb98Kg,204715,4
70,TTNG,"If I Sit Still, Maybe I'll Get Out of Here",40,"['alternative emo', 'british math rock', 'dreamo', 'emo', 'math rock', 'midwest emo', 'oxford indie', 'progressive post-hardcore']",【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.512,0.673,1,-8.137,1,0.0311,0.037,4.36e-06,0.0881,0.282,149.962,3XwFS1pF1EY0ysSSFDkIrl,spotify:track:3XwFS1pF1EY0ysSSFDkIrl,https://api.spotify.com/v1/tracks/3XwFS1pF1EY0ysSSFDkIrl,https://api.spotify.com/v1/audio-analysis/3XwFS1pF1EY0ysSSFDkIrl,362146,3
71,Willie Peyote,Sempre lo stesso film,40,"['italian hip hop', 'italian indie pop', 'rap napoletano', 'turin indie']",may '22,0.645,0.511,2,-10.633,0,0.225,0.141,4.23e-06,0.29,0.157,96.745,5tVnb1FNyFtMQd9u5GMaYk,spotify:track:5tVnb1FNyFtMQd9u5GMaYk,https://api.spotify.com/v1/tracks/5tVnb1FNyFtMQd9u5GMaYk,https://api.spotify.com/v1/audio-analysis/5tVnb1FNyFtMQd9u5GMaYk,172520,4
72,The Psychedelic Furs,Love My Way,65,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'rock']",𝘤𝘩𝘪𝘭𝘭 𝘥𝘳𝘪𝘷𝘪𝘯',0.637,0.85,0,-5.054,1,0.0351,0.00487,0.00018,0.152,0.52,126.106,4dk40nfaQav6b4ZsJ9OYUo,spotify:track:4dk40nfaQav6b4ZsJ9OYUo,https://api.spotify.com/v1/tracks/4dk40nfaQav6b4ZsJ9OYUo,https://api.spotify.com/v1/audio-analysis/4dk40nfaQav6b4ZsJ9OYUo,213973,4
73,Verdena,Pascolare,40,"['bergamo indie', 'italian alternative', 'italian indie pop']",verdena,0.575,0.791,2,-5.535,1,0.0719,0.00114,0.488,0.0851,0.516,123.74,6gk8VcqpxqiSkUPg6wodZ8,spotify:track:6gk8VcqpxqiSkUPg6wodZ8,https://api.spotify.com/v1/tracks/6gk8VcqpxqiSkUPg6wodZ8,https://api.spotify.com/v1/audio-analysis/6gk8VcqpxqiSkUPg6wodZ8,216453,4
74,Massimo Volume,Le nostre ore contate,32,"['italian alternative', 'italian indie pop', 'italian progressive rock']",17,0.385,0.499,11,-10.618,0,0.0284,0.0861,0.146,0.095,0.26,110.789,0OLhZTJcKwehJVbx10HB9X,spotify:track:0OLhZTJcKwehJVbx10HB9X,https://api.spotify.com/v1/tracks/0OLhZTJcKwehJVbx10HB9X,https://api.spotify.com/v1/audio-analysis/0OLhZTJcKwehJVbx10HB9X,273333,5
75,Puma Blue,(She's) Just a Phase,60,"['bedroom pop', 'uk contemporary r&b']",【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.423,0.378,1,-10.488,0,0.0527,0.702,0.000644,0.146,0.0897,143.432,600uAlmfRmnPG7b2whsVTI,spotify:track:600uAlmfRmnPG7b2whsVTI,https://api.spotify.com/v1/tracks/600uAlmfRmnPG7b2whsVTI,https://api.spotify.com/v1/audio-analysis/600uAlmfRmnPG7b2whsVTI,186727,4
76,Miki Matsubara,Mayonaka no Door / Stay With Me,75,['classic city pop'],ｓｈｉｂｕｙａ,0.658,0.747,5,-6.615,1,0.0431,0.176,8.49e-06,0.0789,0.792,108.259,2BHj31ufdEqVK5CkYDp9mA,spotify:track:2BHj31ufdEqVK5CkYDp9mA,https://api.spotify.com/v1/tracks/2BHj31ufdEqVK5CkYDp9mA,https://api.spotify.com/v1/audio-analysis/2BHj31ufdEqVK5CkYDp9mA,312293,4
77,Colombre,Blatte,31,['italian indie pop'],𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.636,0.549,11,-6.762,0,0.0512,0.688,0.00134,0.0933,0.418,71.407,5rU8jSdCxh8Yg9GdrTh6Im,spotify:track:5rU8jSdCxh8Yg9GdrTh6Im,https://api.spotify.com/v1/tracks/5rU8jSdCxh8Yg9GdrTh6Im,https://api.spotify.com/v1/audio-analysis/5rU8jSdCxh8Yg9GdrTh6Im,236333,4
78,Hiroyuki Sawano,Attack on Titan,47,"['anime score', 'japanese soundtrack']",u fucking nerd,0.241,0.262,0,-12.617,0,0.0354,0.205,0.838,0.114,0.0385,116.671,5JplicqqzvRQKrSE7PiAUE,spotify:track:5JplicqqzvRQKrSE7PiAUE,https://api.spotify.com/v1/tracks/5JplicqqzvRQKrSE7PiAUE,https://api.spotify.com/v1/audio-analysis/5JplicqqzvRQKrSE7PiAUE,284333,4
79,自決 9 6,Not the Sad Yearning Because You Went Away,40,['mallsoft'],"𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.416,0.533,10,-10.021,0,0.0333,0.892,0.962,0.11,0.144,139.901,4xoYVQj9EbGEm4WIbsoDQ2,spotify:track:4xoYVQj9EbGEm4WIbsoDQ2,https://api.spotify.com/v1/tracks/4xoYVQj9EbGEm4WIbsoDQ2,https://api.spotify.com/v1/audio-analysis/4xoYVQj9EbGEm4WIbsoDQ2,246857,3
80,MGMT,Flash Delirium,46,"['alternative dance', 'indietronica', 'modern rock', 'rock']",march '22,0.575,0.804,9,-3.933,0,0.0626,0.0826,0.000363,0.0681,0.399,122.08,5esEbMt6LHtiha7cqsGdO7,spotify:track:5esEbMt6LHtiha7cqsGdO7,https://api.spotify.com/v1/tracks/5esEbMt6LHtiha7cqsGdO7,https://api.spotify.com/v1/audio-analysis/5esEbMt6LHtiha7cqsGdO7,255907,4
81,Yuri Tanaka,プラスティック・ラブ,42,['classic city pop'],ｓｈｉｂｕｙａ,0.665,0.853,2,-4.868,0,0.0313,0.243,5.6e-06,0.142,0.793,101.973,0EFQ6qhrA7cdFAA30kZq6o,spotify:track:0EFQ6qhrA7cdFAA30kZq6o,https://api.spotify.com/v1/tracks/0EFQ6qhrA7cdFAA30kZq6o,https://api.spotify.com/v1/audio-analysis/0EFQ6qhrA7cdFAA30kZq6o,305960,4
82,John Maus,Hey Moon,48,"['art pop', 'baroque pop', 'chillwave', 'experimental pop']",𝘔𝘖𝘖𝘕 𝘠𝘖𝘜 𝘘𝘜𝘌𝘌𝘕!!,0.573,0.639,0,-7.143,1,0.0247,0.784,0.633,0.0923,0.24,89.575,2NJGAT43AvS7BQvn2017yS,spotify:track:2NJGAT43AvS7BQvn2017yS,https://api.spotify.com/v1/tracks/2NJGAT43AvS7BQvn2017yS,https://api.spotify.com/v1/audio-analysis/2NJGAT43AvS7BQvn2017yS,248707,4
83,Nirvana,Aneurysm,64,"['grunge', 'permanent wave', 'rock']",𝔾𝔸𝕊,0.298,0.823,7,-9.793,1,0.0816,7.66e-05,7.53e-05,0.132,0.235,135.596,0Pie5DFAHHxpkONFUsAI6s,spotify:track:0Pie5DFAHHxpkONFUsAI6s,https://api.spotify.com/v1/tracks/0Pie5DFAHHxpkONFUsAI6s,https://api.spotify.com/v1/audio-analysis/0Pie5DFAHHxpkONFUsAI6s,275600,4
84,72-HOUR POST FIGHT,HANG,6,['milan indie'],ｍｏｏｄｙ ｅａｒｇａｓｍ,0.307,0.588,2,-9.903,1,0.0438,0.0654,0.492,0.385,0.115,98.071,4LfGHdrxN7MIohy3BLhAIP,spotify:track:4LfGHdrxN7MIohy3BLhAIP,https://api.spotify.com/v1/tracks/4LfGHdrxN7MIohy3BLhAIP,https://api.spotify.com/v1/audio-analysis/4LfGHdrxN7MIohy3BLhAIP,313000,3
85,Quercia,Lynch,27,"['italian emo', 'italian indie pop', 'italian post-hardcore', 'sardinia indie']",17,0.652,0.556,6,-6.04,0,0.0251,0.375,3.52e-05,0.0796,0.185,94.975,5VEY0m5OyyNsSi9dwx56Vj,spotify:track:5VEY0m5OyyNsSi9dwx56Vj,https://api.spotify.com/v1/tracks/5VEY0m5OyyNsSi9dwx56Vj,https://api.spotify.com/v1/audio-analysis/5VEY0m5OyyNsSi9dwx56Vj,187453,4
86,extremely bad man,Saturday,50,[],april '22,0.518,0.623,10,-5.767,1,0.0345,0.789,5.56e-05,0.121,0.511,136.996,2XzTfbvUZlZELFEDsUdOXk,spotify:track:2XzTfbvUZlZELFEDsUdOXk,https://api.spotify.com/v1/tracks/2XzTfbvUZlZELFEDsUdOXk,https://api.spotify.com/v1/audio-analysis/2XzTfbvUZlZELFEDsUdOXk,211369,4
87,I Cani,Baby soldato,34,"['italian alternative', 'italian indie pop', 'rome indie']",dvdvdvd,0.655,0.603,6,-8.551,0,0.043,0.735,0.000818,0.123,0.442,122.099,3SVS50W5TyaH9BLSwyKLOX,spotify:track:3SVS50W5TyaH9BLSwyKLOX,https://api.spotify.com/v1/tracks/3SVS50W5TyaH9BLSwyKLOX,https://api.spotify.com/v1/audio-analysis/3SVS50W5TyaH9BLSwyKLOX,240387,4
88,Fast Animals and Slow Kids,Coperta,34,"['italian alternative', 'italian indie pop']",mancu i cani,0.362,0.93,2,-4.083,1,0.0534,0.0136,9.14e-05,0.533,0.307,170.098,0TMM4b7iMRWqIrigruGbzO,spotify:track:0TMM4b7iMRWqIrigruGbzO,https://api.spotify.com/v1/tracks/0TMM4b7iMRWqIrigruGbzO,https://api.spotify.com/v1/audio-analysis/0TMM4b7iMRWqIrigruGbzO,187787,4
89,Talking Heads,Psycho Killer - 2005 Remaster,76,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",bassbassbassbassbass,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,1i6N76fftMZhijOzFQ5ZtL,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,261413,4
90,Stormo,Delle Nostre Vite Appese,14,"['italian emo', 'italian hardcore', 'italian post-hardcore']",D҉E҉S҉P҉A҉I҉R҉,0.191,0.973,0,-4.812,1,0.182,9.1e-06,0.888,0.644,0.228,98.058,5fZzVh0zWOh5bDH9bcWZrO,spotify:track:5fZzVh0zWOh5bDH9bcWZrO,https://api.spotify.com/v1/tracks/5fZzVh0zWOh5bDH9bcWZrO,https://api.spotify.com/v1/audio-analysis/5fZzVh0zWOh5bDH9bcWZrO,129384,4
91,chiello,Acqua Salata,54,"['italian hip hop', 'italian indie pop']",🆁🅴🅰🅻 🆃🆁🅰🅿🅿🅸🅽',0.643,0.599,8,-7.941,0,0.0307,0.58,1.91e-06,0.108,0.621,119.945,2Ko4x3rosTv1BIsCID6LTV,spotify:track:2Ko4x3rosTv1BIsCID6LTV,https://api.spotify.com/v1/tracks/2Ko4x3rosTv1BIsCID6LTV,https://api.spotify.com/v1/audio-analysis/2Ko4x3rosTv1BIsCID6LTV,229175,4
92,I Cani,Lexotan,39,"['italian alternative', 'italian indie pop', 'rome indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.421,0.61,10,-9.621,1,0.255,0.168,0.0302,0.1,0.134,161.983,1pvl38FzLH5X9wbb3NhGD5,spotify:track:1pvl38FzLH5X9wbb3NhGD5,https://api.spotify.com/v1/tracks/1pvl38FzLH5X9wbb3NhGD5,https://api.spotify.com/v1/audio-analysis/1pvl38FzLH5X9wbb3NhGD5,290733,4
93,It Looks Sad.,Radical,39,"['alternative emo', 'charlotte nc indie', 'dreamo', 'emo', 'indie garage rock', 'midwest emo', 'north carolina emo']",mancu i cani,0.421,0.931,6,-5.257,1,0.0615,0.00295,0.0177,0.108,0.36,156.995,4qcCLeyLY7StXyXNQASdEf,spotify:track:4qcCLeyLY7StXyXNQASdEf,https://api.spotify.com/v1/tracks/4qcCLeyLY7StXyXNQASdEf,https://api.spotify.com/v1/audio-analysis/4qcCLeyLY7StXyXNQASdEf,194480,4
94,Hopsin,Ill Mind of Hopsin 8,55,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",🆁🅴🅰🅻 🆃🆁🅰🅿🅿🅸🅽',0.743,0.787,5,-4.863,0,0.348,0.403,0.0,0.0553,0.71,126.98,6IY2y3kjjLaNbxW4GLiYQR,spotify:track:6IY2y3kjjLaNbxW4GLiYQR,https://api.spotify.com/v1/tracks/6IY2y3kjjLaNbxW4GLiYQR,https://api.spotify.com/v1/audio-analysis/6IY2y3kjjLaNbxW4GLiYQR,390005,4
95,Coma_Cose,Post Concerto,44,"['italian indie pop', 'milan indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.731,0.876,5,-3.533,1,0.0398,0.125,0.0,0.198,0.581,90.013,68R9i9vy4JajpEe0Au6SS6,spotify:track:68R9i9vy4JajpEe0Au6SS6,https://api.spotify.com/v1/tracks/68R9i9vy4JajpEe0Au6SS6,https://api.spotify.com/v1/audio-analysis/68R9i9vy4JajpEe0Au6SS6,187000,4
96,ISIDE,Delta,13,"['bergamo indie', 'italian indie pop', 'r&b italiano']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.547,0.692,10,-5.543,0,0.0791,0.00718,0.0,0.48,0.539,175.995,4GmAbS66IeqrxfrenikOLd,spotify:track:4GmAbS66IeqrxfrenikOLd,https://api.spotify.com/v1/tracks/4GmAbS66IeqrxfrenikOLd,https://api.spotify.com/v1/audio-analysis/4GmAbS66IeqrxfrenikOLd,159648,4
97,Kunning Fox,Battle! (Ghetsis),26,['pokemon'],u fucking nerd,0.378,0.437,8,-15.893,1,0.0384,0.503,0.666,0.0932,0.191,189.937,4PhKEOPFgVybZTCw4Mda2G,spotify:track:4PhKEOPFgVybZTCw4Mda2G,https://api.spotify.com/v1/tracks/4PhKEOPFgVybZTCw4Mda2G,https://api.spotify.com/v1/audio-analysis/4PhKEOPFgVybZTCw4Mda2G,277500,4
98,Eugenio In Via Di Gioia,Chiodo fisso,36,"['indie folk italiano', 'italian indie pop', 'turin indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.693,0.565,5,-7.406,1,0.0313,0.669,5.63e-06,0.192,0.766,101.968,4Ryw3Qv9CpkfX8NaPViEjF,spotify:track:4Ryw3Qv9CpkfX8NaPViEjF,https://api.spotify.com/v1/tracks/4Ryw3Qv9CpkfX8NaPViEjF,https://api.spotify.com/v1/audio-analysis/4Ryw3Qv9CpkfX8NaPViEjF,179960,4
99,Eminem,Kim,57,"['detroit hip hop', 'hip hop', 'rap']",𝖑𝖆𝖘𝖙 𝖜𝖔𝖗𝖉𝖘,0.587,0.923,4,-3.05,0,0.441,0.0216,0.0,0.481,0.0778,142.075,20oenBXlmwIfK0F3fQIjhM,spotify:track:20oenBXlmwIfK0F3fQIjhM,https://api.spotify.com/v1/tracks/20oenBXlmwIfK0F3fQIjhM,https://api.spotify.com/v1/audio-analysis/20oenBXlmwIfK0F3fQIjhM,377893,4
100,"Dream, Ivory","Dream, Ivory",65,"['indie pop', 'modern dream pop']",deal with reality,0.535,0.568,1,-4.829,1,0.0285,0.0796,0.331,0.07,0.193,120.051,6Hzle86uYcpy3QkcCmMKgE,spotify:track:6Hzle86uYcpy3QkcCmMKgE,https://api.spotify.com/v1/tracks/6Hzle86uYcpy3QkcCmMKgE,https://api.spotify.com/v1/audio-analysis/6Hzle86uYcpy3QkcCmMKgE,188266,4
101,Generic Animal,Qualcuno che è andato,11,"['emo rap italiano', 'indie rock italiano', 'italian indie pop', 'milan indie', 'r&b italiano']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.725,0.16,8,-13.32,1,0.0505,0.865,0.0,0.104,0.263,119.927,1Hp3Z63ZMDJG6PxOHTMABf,spotify:track:1Hp3Z63ZMDJG6PxOHTMABf,https://api.spotify.com/v1/tracks/1Hp3Z63ZMDJG6PxOHTMABf,https://api.spotify.com/v1/audio-analysis/1Hp3Z63ZMDJG6PxOHTMABf,173333,4
102,Desire,Under Your Spell,58,['canadian electropop'],🪀,0.555,0.727,8,-6.264,1,0.0399,0.108,0.904,0.103,0.422,105.544,2cSRuejq6DU9U6OkSmUw17,spotify:track:2cSRuejq6DU9U6OkSmUw17,https://api.spotify.com/v1/tracks/2cSRuejq6DU9U6OkSmUw17,https://api.spotify.com/v1/audio-analysis/2cSRuejq6DU9U6OkSmUw17,296016,4
103,Descendents,Days Are Blood,10,"['melodic hardcore', 'punk', 'skate punk']",D҉E҉S҉P҉A҉I҉R҉,0.439,0.74,2,-13.233,1,0.0638,0.491,0.861,0.114,0.239,126.753,0JXgUS2YH2kmVeyWKM21CF,spotify:track:0JXgUS2YH2kmVeyWKM21CF,https://api.spotify.com/v1/tracks/0JXgUS2YH2kmVeyWKM21CF,https://api.spotify.com/v1/audio-analysis/0JXgUS2YH2kmVeyWKM21CF,471267,4
104,David Bowie,Heroes - 2017 Remaster,76,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",london calling,0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,7Jh1bpe76CNTCgdgAdBw4Z,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z,371413,4
105,itssvd,this really makes me wanna die,43,"['lo-fi chill', 'sad lo-fi', 'sad rap']","𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.818,0.0958,5,-24.055,0,0.42,0.936,0.181,0.253,0.316,64.838,0gylUD9CspOHQScaVdmNxH,spotify:track:0gylUD9CspOHQScaVdmNxH,https://api.spotify.com/v1/tracks/0gylUD9CspOHQScaVdmNxH,https://api.spotify.com/v1/audio-analysis/0gylUD9CspOHQScaVdmNxH,109200,4
106,The Smiths,What Difference Does It Make? - 2011 Remaster,60,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",september '21,0.383,0.888,1,-6.503,0,0.037,0.000492,0.000174,0.0479,0.393,163.23,3rzYUfyzdZW96cHXnGn1xI,spotify:track:3rzYUfyzdZW96cHXnGn1xI,https://api.spotify.com/v1/tracks/3rzYUfyzdZW96cHXnGn1xI,https://api.spotify.com/v1/audio-analysis/3rzYUfyzdZW96cHXnGn1xI,229867,4
107,"Tyler, The Creator",RUNNING OUT OF TIME,71,"['hip hop', 'rap']",mancu i cani,0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281,5QvBXUm5MglLJ3iBfTX2Wo,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/tracks/5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/audio-analysis/5QvBXUm5MglLJ3iBfTX2Wo,177227,4
108,Pink Floyd,Free Four - 2011 Remastered Version,34,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.698,0.337,7,-15.469,1,0.0318,0.0156,0.00431,0.056,0.669,125.271,1cqqMuifR0snSUYQPk0ehO,spotify:track:1cqqMuifR0snSUYQPk0ehO,https://api.spotify.com/v1/tracks/1cqqMuifR0snSUYQPk0ehO,https://api.spotify.com/v1/audio-analysis/1cqqMuifR0snSUYQPk0ehO,256747,4
